review_id,title,year,journal,n_studies,population,intervention,comparator,outcome,effect_size,ci_lower,ci_upper,quality_rating,database_source
SR00202,Player organization stuff child free.,2003,Nature,50,Smokers,metformin,none,smoking cessation,1.16,0.95,1.28,High,Scopus
SR00203,Your floor toward player.,2021,Lancet,67,Smokers,ACE inhibitors,placebo,mortality,1.66,1.44,1.77,Moderate,Cochrane
SR00204,Various site peace available listen thing.,2010,NEJM,88,Adults,carbapenem,no therapy,symptom reduction,0.72,0.59,0.88,Moderate,LOVE
SR00205,Task show interview along prepare stock.,2002,JAMA,100,ICU patients,mRNA vaccine,low dose,hospitalization,0.51,0.46,0.74,Low,Ovid
SR00206,Drop ground brother would per spring.,2000,JAMA,30,Adults,behavioral therapy,cephalosporin,hospitalization,0.92,0.85,1.04,Moderate,Scopus
SR00207,Particular religious finish race sometimes so.,2017,Nature,30,Elderly,placebo,none,smoking cessation,0.8,0.63,1.08,High,Embase
SR00208,Certain knowledge after market.,2014,Nature,26,Children,placebo,placebo,infection rate,1.44,1.2,1.65,Critically Low,LOVE
SR00209,Inside if over himself.,2022,Nature,27,ICU patients,mRNA vaccine,standard care,symptom reduction,1.12,0.9,1.23,Critically Low,Scopus
SR00210,Wife story hand learn white bag long lay.,2003,NEJM,68,Smokers,placebo,low dose,smoking cessation,1.34,1.11,1.54,Low,Scopus
SR00211,List wind poor entire for charge number.,2002,JAMA,94,Smokers,statins,placebo,weight loss,1.08,0.8,1.22,Critically Low,LOVE
SR00212,Others arrive memory your small almost.,2006,Nature,29,Pregnant women,metformin,low dose,symptom reduction,1.49,1.21,1.7,Low,Ovid
SR00213,Summer gun defense skin author wrong onto.,2023,PLOS ONE,35,ICU patients,carbapenem,placebo,weight loss,1.18,1.06,1.33,Moderate,Cochrane
SR00214,Drive building lawyer six suffer.,2017,Science,47,Smokers,ACE inhibitors,low dose,mortality,1.5,1.27,1.69,High,LOVE
SR00215,Author land everything born throughout know.,2020,Lancet,26,ICU patients,metformin,cephalosporin,symptom reduction,1.94,1.79,2.21,Low,Embase
SR00216,Over common including measure gas.,2010,Lancet,27,Adults,carbapenem,standard care,hospitalization,1.53,1.34,1.6,Moderate,Scopus
SR00217,Better by style another tend.,2021,Science,36,Adults,placebo,cephalosporin,smoking cessation,0.58,0.35,0.69,Moderate,Embase
SR00218,Throughout national west campaign around.,2006,BMJ,69,Children,behavioral therapy,none,infection rate,1.96,1.66,2.22,Moderate,PubMed
SR00219,Once successful theory throughout real throughout child eight.,2025,Nature,81,Elderly,behavioral therapy,no therapy,mortality,1.06,0.84,1.18,Moderate,Scopus
SR00220,Me ready score night blue fight sense.,2016,JAMA,72,Pregnant women,placebo,no therapy,mortality,1.77,1.54,1.85,High,Ovid
SR00221,Never piece care do billion.,2003,Science,36,Smokers,placebo,cephalosporin,infection rate,0.9,0.77,0.98,Moderate,Embase
SR00222,Father bag college cut rate.,2001,BMJ,93,ICU patients,mRNA vaccine,cephalosporin,hospitalization,1.1,0.93,1.23,Moderate,Web of Science
SR00223,Condition cover or development clearly feeling.,2007,Nature,42,Elderly,placebo,placebo,smoking cessation,1.06,0.98,1.13,Moderate,PubMed
SR00224,Anyone bag back.,2001,Lancet,87,Elderly,metformin,none,symptom reduction,0.98,0.87,1.08,Low,Scopus
SR00225,Development high realize understand as century.,2014,PLOS ONE,49,Diabetics,statins,standard care,hospitalization,1.9,1.81,2.05,High,Ovid
SR00226,Reflect cold material mention leader learn.,2021,PLOS ONE,28,Diabetics,mRNA vaccine,no therapy,hospitalization,0.62,0.37,0.78,Critically Low,Cochrane
SR00227,Mother recognize candidate parent religious during.,2022,JAMA,29,Pregnant women,carbapenem,standard care,infection rate,0.88,0.8,1.13,Low,Cochrane
SR00228,Seek style study note range indicate look.,2020,JAMA,43,Adults,behavioral therapy,none,smoking cessation,1.58,1.44,1.82,Moderate,Embase
SR00229,Bill perhaps life develop whose bit.,2011,BMJ,23,Pregnant women,carbapenem,cephalosporin,symptom reduction,0.99,0.91,1.24,Critically Low,Cochrane
SR00230,Research pattern democratic choice.,2022,BMJ,28,Diabetics,carbapenem,low dose,symptom reduction,1.27,0.97,1.4,Critically Low,PubMed
SR00231,Environmental realize strategy year soldier move investment.,2004,Science,49,Elderly,metformin,no therapy,smoking cessation,1.56,1.41,1.83,High,PubMed
SR00232,Day majority operation wish program dinner especially.,2008,PLOS ONE,80,Diabetics,ACE inhibitors,no therapy,hospitalization,1.83,1.76,1.91,Moderate,Cochrane
SR00233,Nature design lay manage.,2002,BMJ,71,Adults,placebo,placebo,smoking cessation,0.87,0.71,1.14,Low,Scopus
SR00234,Find beautiful wall defense per attorney.,2016,Science,28,Elderly,placebo,no therapy,smoking cessation,0.95,0.85,1.19,Low,PubMed
SR00235,Thank behavior industry sort great program everyone.,2020,BMJ,21,Diabetics,ACE inhibitors,placebo,hospitalization,1.54,1.29,1.79,Low,Ovid
SR00236,Purpose spend physical share.,2005,BMJ,59,Children,ACE inhibitors,standard care,weight loss,1.32,1.15,1.52,High,LOVE
SR00237,Mother sense my three.,2020,JAMA,27,Pregnant women,statins,none,mortality,0.55,0.36,0.82,Critically Low,PubMed
SR00238,Which design onto green third.,2002,PLOS ONE,54,Smokers,metformin,no therapy,infection rate,1.18,1.04,1.37,Critically Low,PubMed
SR00239,Question big example claim time.,2003,JAMA,37,Children,statins,placebo,symptom reduction,1.12,0.86,1.29,High,Ovid
SR00240,Candidate accept accept by modern.,2024,NEJM,95,Diabetics,metformin,placebo,weight loss,0.71,0.55,0.9,Moderate,PubMed
SR00241,Read type letter seat.,2003,JAMA,97,Adults,behavioral therapy,none,infection rate,0.75,0.6,0.89,High,Cochrane
SR00242,Much local pick fill personal executive.,2022,Nature,37,Diabetics,behavioral therapy,placebo,smoking cessation,1.11,0.92,1.35,Critically Low,Web of Science
SR00243,Design keep analysis eye attorney carry.,2024,Science,12,Smokers,behavioral therapy,placebo,smoking cessation,1.36,1.15,1.56,Moderate,PubMed
SR00244,Table improve approach early quite enjoy hair.,2014,Nature,19,Children,statins,none,weight loss,0.72,0.6,1.01,High,Embase
SR00245,History phone around possible push.,2015,JAMA,25,Adults,ACE inhibitors,standard care,infection rate,1.48,1.31,1.73,Moderate,Embase
SR00246,Will station class ability world mention brother song.,2022,JAMA,85,Diabetics,metformin,standard care,infection rate,2.0,1.76,2.27,Low,Cochrane
SR00247,Enjoy window money similar receive.,2000,PLOS ONE,56,ICU patients,placebo,low dose,symptom reduction,1.3,1.05,1.39,Low,Cochrane
SR00248,Industry always method.,2021,NEJM,31,Children,mRNA vaccine,low dose,mortality,0.95,0.67,1.24,Moderate,PubMed
SR00249,Dream garden watch heavy sell.,2006,Nature,62,Smokers,carbapenem,no therapy,symptom reduction,1.75,1.52,2.0,High,Scopus
SR00250,So stop they international my treat responsibility.,2009,NEJM,23,Diabetics,metformin,standard care,smoking cessation,0.99,0.93,1.06,Low,Web of Science
SR00251,Place collection until particularly.,2006,Lancet,13,Pregnant women,carbapenem,placebo,infection rate,1.16,0.93,1.45,Critically Low,Embase
SR00252,Us contain impact official we each per.,2012,Science,10,Elderly,ACE inhibitors,low dose,smoking cessation,1.65,1.37,1.93,Critically Low,Scopus
SR00253,Quickly east truth wear involve.,2018,NEJM,46,Diabetics,behavioral therapy,cephalosporin,symptom reduction,0.87,0.74,0.92,Low,Embase
SR00254,Provide nothing time want.,2001,Lancet,53,Elderly,metformin,cephalosporin,weight loss,1.77,1.55,1.96,Low,PubMed
SR00255,Rule buy Mrs take nice little.,2010,Lancet,39,Elderly,mRNA vaccine,no therapy,infection rate,0.51,0.41,0.74,High,Cochrane
SR00256,Section including enter hand forget stay alone.,2002,NEJM,88,ICU patients,carbapenem,none,weight loss,0.75,0.49,0.88,Moderate,Cochrane
SR00257,Against property next notice.,2001,NEJM,74,Diabetics,placebo,none,hospitalization,1.88,1.62,2.04,Critically Low,Web of Science
SR00258,Quickly imagine social do anything teacher carry.,2006,BMJ,95,Children,mRNA vaccine,cephalosporin,hospitalization,0.92,0.68,1.06,Critically Low,PubMed
SR00259,Here father matter state.,2016,BMJ,85,ICU patients,ACE inhibitors,no therapy,hospitalization,1.07,0.98,1.16,Moderate,Scopus
SR00260,Good street continue hear about.,2012,NEJM,25,Elderly,carbapenem,no therapy,infection rate,1.34,1.1,1.46,High,Scopus
SR00261,Him stand still soon yeah development opportunity recently.,2017,NEJM,11,Smokers,carbapenem,low dose,hospitalization,1.0,0.85,1.24,High,Ovid
SR00262,Draw without lead.,2022,BMJ,33,Children,placebo,placebo,weight loss,0.86,0.7,0.98,Low,Web of Science
SR00263,Discover line great major minute.,2024,JAMA,25,Adults,statins,cephalosporin,mortality,1.41,1.35,1.53,Low,PubMed
SR00264,Analysis glass safe education authority green.,2017,Lancet,82,ICU patients,carbapenem,low dose,infection rate,1.81,1.7,1.96,High,LOVE
SR00265,Budget I player business.,2008,BMJ,72,ICU patients,metformin,standard care,smoking cessation,1.19,1.12,1.32,Moderate,Web of Science
SR00266,Put fly parent discover yard.,2002,Science,51,Elderly,mRNA vaccine,no therapy,symptom reduction,1.58,1.45,1.77,Critically Low,Web of Science
SR00267,Avoid instead instead new party real.,2006,Lancet,42,ICU patients,metformin,cephalosporin,weight loss,1.13,0.97,1.37,Moderate,Web of Science
SR00268,Today nothing find campaign five something only red.,2024,PLOS ONE,17,Diabetics,carbapenem,low dose,infection rate,0.86,0.7,1.1,High,Cochrane
SR00269,Laugh myself eye understand.,2008,Lancet,85,ICU patients,ACE inhibitors,none,symptom reduction,0.51,0.37,0.59,High,Scopus
SR00270,Strategy stock religious message story simply loss.,2008,JAMA,65,Adults,carbapenem,placebo,smoking cessation,1.27,1.05,1.44,High,Ovid
SR00271,Action beyond car wish.,2010,Science,32,ICU patients,ACE inhibitors,cephalosporin,symptom reduction,1.9,1.6,1.97,High,Cochrane
SR00272,Happen lay rate.,2016,NEJM,54,Adults,carbapenem,no therapy,infection rate,1.22,1.13,1.41,Moderate,LOVE
SR00273,Someone bar member evidence feel option attention.,2025,Nature,84,Adults,mRNA vaccine,cephalosporin,symptom reduction,1.22,1.05,1.46,Critically Low,Cochrane
SR00274,Few figure us coach.,2004,Nature,90,Children,carbapenem,low dose,mortality,0.94,0.72,1.12,Moderate,Embase
SR00275,Accept according finally reflect.,2011,Nature,68,Children,carbapenem,no therapy,infection rate,1.15,0.88,1.25,Critically Low,Scopus
SR00276,Ground clearly article sister institution guy.,2017,Nature,16,Children,mRNA vaccine,low dose,symptom reduction,0.98,0.88,1.19,Low,Embase
SR00277,Employee no him fish each.,2013,Nature,17,Smokers,carbapenem,cephalosporin,weight loss,1.71,1.56,2.0,Critically Low,Cochrane
SR00278,Community school country.,2014,JAMA,84,Elderly,metformin,no therapy,smoking cessation,1.05,0.79,1.15,Moderate,PubMed
SR00279,Road matter yes talk recent.,2019,Lancet,97,Diabetics,metformin,placebo,symptom reduction,0.84,0.68,0.99,Low,PubMed
SR00280,Catch drive somebody impact reduce send wind.,2018,JAMA,48,Smokers,metformin,cephalosporin,hospitalization,1.22,1.03,1.45,High,Ovid
SR00281,Anything just develop child offer democratic test describe.,2008,BMJ,98,Pregnant women,carbapenem,cephalosporin,smoking cessation,1.69,1.4,1.84,Low,PubMed
SR00282,When black leader machine movie result serve eat.,2018,Nature,25,Smokers,statins,none,symptom reduction,1.02,0.94,1.14,Critically Low,LOVE
SR00283,Business less history standard daughter guy age.,2009,JAMA,15,ICU patients,placebo,none,hospitalization,1.09,0.84,1.3,Moderate,Web of Science
SR00284,Level language expert hospital issue structure matter population.,2000,Nature,31,ICU patients,placebo,no therapy,infection rate,1.25,1.07,1.32,Low,PubMed
SR00285,Try identify rich majority physical.,2017,JAMA,69,Adults,behavioral therapy,low dose,hospitalization,0.87,0.58,1.15,Low,Cochrane
SR00286,Forward them society notice staff seem exactly southern.,2004,Science,12,Elderly,statins,low dose,weight loss,1.49,1.31,1.78,Critically Low,Embase
SR00287,Long under report lawyer practice game high.,2009,JAMA,33,ICU patients,behavioral therapy,cephalosporin,smoking cessation,0.79,0.72,0.91,Critically Low,PubMed
SR00288,Subject instead ten check.,2007,BMJ,13,Adults,placebo,low dose,weight loss,0.68,0.54,0.75,Low,Web of Science
SR00289,There discuss continue themselves fact enough week still.,2019,Lancet,91,Elderly,mRNA vaccine,none,hospitalization,1.39,1.1,1.51,Low,Web of Science
SR00290,If throw tend social.,2019,BMJ,86,Adults,behavioral therapy,placebo,weight loss,0.53,0.45,0.75,Critically Low,Web of Science
SR00291,Challenge onto near national.,2025,BMJ,49,Pregnant women,statins,cephalosporin,mortality,1.86,1.69,2.13,Moderate,Scopus
SR00292,Detail born different participant stage religious project.,2005,Lancet,10,Smokers,metformin,placebo,smoking cessation,1.03,0.87,1.1,High,Web of Science
SR00293,Paper message bit hundred.,2011,Lancet,81,Smokers,mRNA vaccine,standard care,weight loss,1.61,1.55,1.71,High,Embase
SR00294,Edge who everybody form ball close decide.,2008,Science,80,Pregnant women,statins,low dose,infection rate,1.81,1.69,1.89,Critically Low,Scopus
SR00295,Drug fight his than seek recently.,2009,Nature,69,Children,placebo,standard care,infection rate,1.03,0.92,1.21,Critically Low,PubMed
SR00296,Protect event not cultural herself ball together.,2007,Nature,98,Elderly,ACE inhibitors,none,weight loss,0.99,0.89,1.12,Critically Low,Scopus
SR00297,Them set talk list.,2009,BMJ,70,ICU patients,carbapenem,low dose,infection rate,1.53,1.3,1.81,Moderate,Web of Science
SR00298,Bad wonder will certainly life.,2024,Lancet,52,Diabetics,metformin,placebo,weight loss,1.45,1.15,1.72,Critically Low,LOVE
SR00299,While specific manage newspaper.,2016,Lancet,63,Adults,behavioral therapy,cephalosporin,hospitalization,1.7,1.49,1.87,Low,Embase
SR00300,Religious space wonder glass study guess.,2007,Lancet,100,Children,ACE inhibitors,low dose,infection rate,1.38,1.25,1.59,Critically Low,Web of Science
SR00301,Gun traditional do behavior among.,2025,BMJ,92,Children,metformin,placebo,mortality,1.15,1.02,1.21,Low,Cochrane
SR00302,Can receive cultural member church owner or.,2009,JAMA,50,Smokers,placebo,no therapy,hospitalization,1.98,1.72,2.08,High,PubMed
SR00303,Customer lose arm red activity car.,2012,JAMA,95,Smokers,behavioral therapy,none,symptom reduction,1.74,1.64,1.84,Moderate,Ovid
SR00304,Suddenly alone wife fill.,2019,NEJM,40,Smokers,mRNA vaccine,no therapy,weight loss,1.61,1.39,1.68,High,Embase
SR00305,Process who positive common meet see food open.,2020,PLOS ONE,32,Elderly,mRNA vaccine,standard care,mortality,1.57,1.5,1.86,Critically Low,PubMed
SR00306,Here indeed often.,2001,BMJ,73,Diabetics,mRNA vaccine,none,hospitalization,1.0,0.89,1.07,Low,Web of Science
SR00307,Camera power watch else.,2022,NEJM,24,Smokers,statins,cephalosporin,smoking cessation,0.5,0.36,0.6,Critically Low,Cochrane
SR00308,Cup possible usually type least wide mean.,2014,Science,87,Elderly,statins,none,smoking cessation,0.71,0.58,1.0,Moderate,Scopus
SR00309,Teacher off late pay write.,2022,BMJ,50,Diabetics,behavioral therapy,no therapy,mortality,1.53,1.4,1.73,Low,LOVE
SR00310,Option reach water include.,2005,JAMA,80,Elderly,mRNA vaccine,no therapy,weight loss,1.82,1.65,1.94,Critically Low,PubMed
SR00311,Ok western phone end happen election rate.,2008,Science,19,Smokers,statins,standard care,smoking cessation,1.46,1.23,1.62,High,Ovid
SR00312,Probably serve offer wear nation year.,2024,JAMA,64,ICU patients,carbapenem,cephalosporin,symptom reduction,1.23,1.18,1.4,Critically Low,Cochrane
SR00313,Participant outside often learn best all ground thing.,2001,Science,14,Children,placebo,no therapy,hospitalization,0.85,0.76,0.95,Low,Scopus
SR00314,Camera establish record increase sit into.,2006,Nature,10,Pregnant women,statins,placebo,weight loss,0.54,0.46,0.83,Moderate,PubMed
SR00315,Throw memory voice senior join.,2021,PLOS ONE,63,Children,mRNA vaccine,placebo,symptom reduction,0.7,0.52,0.89,High,PubMed
SR00316,Real term because bed.,2007,Nature,67,ICU patients,metformin,no therapy,hospitalization,0.72,0.52,0.9,High,Ovid
SR00317,Conference may movement meeting specific continue model.,2021,Nature,54,Diabetics,placebo,none,symptom reduction,1.13,1.03,1.21,Moderate,Ovid
SR00318,Music remain yet.,2023,PLOS ONE,22,Adults,placebo,none,smoking cessation,1.09,0.93,1.36,Low,Embase
SR00319,Book until factor away down.,2017,PLOS ONE,73,Children,placebo,low dose,weight loss,1.55,1.47,1.81,Critically Low,Scopus
SR00320,Treat go determine decision like of.,2006,BMJ,21,Adults,statins,cephalosporin,weight loss,1.85,1.64,1.98,High,Scopus
SR00321,Drop sister perform whole into.,2011,JAMA,40,ICU patients,placebo,none,hospitalization,1.2,1.13,1.31,High,Ovid
SR00322,Attention notice admit worker production according.,2016,NEJM,12,Smokers,statins,standard care,smoking cessation,1.04,0.77,1.22,High,Scopus
SR00323,Parent movement here other.,2003,BMJ,52,Children,statins,low dose,mortality,0.94,0.79,0.99,Critically Low,PubMed
SR00324,Message market black create.,2018,Science,39,ICU patients,metformin,no therapy,smoking cessation,0.6,0.38,0.88,Critically Low,Scopus
SR00325,Hot phone head four program number table.,2022,Lancet,60,Children,placebo,no therapy,smoking cessation,0.71,0.47,1.01,Critically Low,Web of Science
SR00326,Leg well agent affect executive spring.,2007,JAMA,70,Smokers,statins,placebo,infection rate,0.52,0.25,0.75,High,Cochrane
SR00327,Reflect media worry civil entire Democrat behind.,2015,Nature,57,Elderly,metformin,standard care,smoking cessation,1.93,1.74,2.2,High,Scopus
SR00328,Either century grow through eye science just.,2003,NEJM,70,Adults,behavioral therapy,standard care,hospitalization,1.89,1.66,1.97,Moderate,Scopus
